収集日,2025-11-01

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14500,13000,29888,24
バトルパートナーズ BOX,11800,5888,26999,25
ロケット団の栄光 BOX,13400,6500,17000,22
熱風のアリーナ BOX,12111,9390,28900,18
超電ブレイカー BOX,17777,14999,31111,8
