収集日,2025-06-15

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,24900,11500,39999,18
バトルパートナーズ BOX,10250,7800,30000,20
ロケット団の栄光 BOX,13333,12000,37300,23
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,10956,8900,28999,24
