収集日,2025-09-20

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15555,13999,30500,19
バトルパートナーズ BOX,11000,7000,18500,24
ロケット団の栄光 BOX,11000,8300,36999,24
熱風のアリーナ BOX,12111,8980,35999,18
超電ブレイカー BOX,15450,13999,44444,14
