収集日,2025-11-25

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,19166,11999,35555,22
バトルパートナーズ BOX,10000,5888,25999,21
ロケット団の栄光 BOX,14100,10800,43333,21
熱風のアリーナ BOX,15555,10000,33500,19
超電ブレイカー BOX,18600,6499,44444,9
