収集日,2025-12-02

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15490,9700,26000,18
バトルパートナーズ BOX,9945,8500,25999,24
ロケット団の栄光 BOX,14800,11400,39000,18
熱風のアリーナ BOX,14900,10000,39999,21
超電ブレイカー BOX,15300,6499,26999,6
