収集日,2025-05-14

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,21888,10900,35000,17
バトルパートナーズ BOX,12400,8499,37300,23
ロケット団の栄光 BOX,15076,13399,23500,18
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,24000,9500,39899,19
