収集日,2025-08-16

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,24250,11500,40000,22
バトルパートナーズ BOX,データなし,N/A,N/A,0
ロケット団の栄光 BOX,11000,9650,33500,24
熱風のアリーナ BOX,11699,9888,33999,25
超電ブレイカー BOX,データなし,N/A,N/A,0
