収集日,2025-09-01

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,17500,14800,39999,19
バトルパートナーズ BOX,13000,9980,22111,23
ロケット団の栄光 BOX,12000,9599,26900,23
熱風のアリーナ BOX,11950,9000,38888,12
超電ブレイカー BOX,16888,12450,44444,13
