収集日,2025-11-20

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,12725,12222,35980,18
バトルパートナーズ BOX,9400,5659,26899,25
ロケット団の栄光 BOX,14500,7499,45555,23
熱風のアリーナ BOX,14450,9600,19800,12
超電ブレイカー BOX,18600,6499,44444,9
