収集日,2025-10-11

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,17800,14500,44999,17
バトルパートナーズ BOX,12250,7000,24333,22
ロケット団の栄光 BOX,12000,8480,21200,21
熱風のアリーナ BOX,12278,6300,33000,22
超電ブレイカー BOX,16666,14800,33500,11
