収集日,2025-10-21

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15666,9444,31599,23
バトルパートナーズ BOX,11600,7000,24333,24
ロケット団の栄光 BOX,13000,6500,22900,24
熱風のアリーナ BOX,12361,9600,29800,18
超電ブレイカー BOX,18888,12222,44444,9
