収集日,2025-10-07

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14750,13500,24444,18
バトルパートナーズ BOX,11999,7000,34999,25
ロケット団の栄光 BOX,12000,8980,22000,25
熱風のアリーナ BOX,12000,6300,29900,19
超電ブレイカー BOX,16666,14888,31111,9
