収集日,2025-05-22

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,10528,7900,39999,24
ロケット団の栄光 BOX,15250,12890,40599,18
熱風のアリーナ BOX,12800,9199,32222,21
超電ブレイカー BOX,19332,10800,41000,20
