収集日,2026-01-01

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,19200,12900,39700,17
バトルパートナーズ BOX,11111,8000,29200,23
ロケット団の栄光 BOX,14999,6500,32222,17
熱風のアリーナ BOX,18400,10000,45000,14
超電ブレイカー BOX,22888,6499,26999,3
