収集日,2025-12-30

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,17990,12900,30000,18
バトルパートナーズ BOX,11056,8555,29200,20
ロケット団の栄光 BOX,14888,13000,29999,17
熱風のアリーナ BOX,18400,11111,42000,16
超電ブレイカー BOX,18750,6499,26999,6
