収集日,2025-06-13

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,21500,10090,39999,20
バトルパートナーズ BOX,11500,7900,26999,24
ロケット団の栄光 BOX,13750,12111,25800,18
熱風のアリーナ BOX,9950,8280,26500,24
超電ブレイカー BOX,12499,9499,32000,19
