収集日,2025-12-08

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13750,12400,31111,18
バトルパートナーズ BOX,11000,8500,25999,24
ロケット団の栄光 BOX,13000,11400,25000,24
熱風のアリーナ BOX,15000,12000,39999,12
超電ブレイカー BOX,17300,6499,38888,8
