収集日,2025-12-10

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13990,12000,36990,18
バトルパートナーズ BOX,10500,8880,25999,20
ロケット団の栄光 BOX,13000,8800,17000,22
熱風のアリーナ BOX,15900,10000,39999,19
超電ブレイカー BOX,17300,6499,26999,6
