収集日,2025-12-19

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14000,12000,28000,18
バトルパートナーズ BOX,11000,8000,29500,24
ロケット団の栄光 BOX,13333,10900,17000,21
熱風のアリーナ BOX,19800,10000,47999,17
超電ブレイカー BOX,18744,6499,26999,4
