収集日,2025-05-28

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,22000,9300,42000,23
バトルパートナーズ BOX,12400,8000,39999,19
ロケット団の栄光 BOX,17040,12100,43500,24
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,15500,8750,28999,23
