収集日,2025-10-09

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15500,14500,30000,16
バトルパートナーズ BOX,13700,7000,24444,19
ロケット団の栄光 BOX,12000,8980,22000,23
熱風のアリーナ BOX,12333,6300,37500,17
超電ブレイカー BOX,16666,14888,31111,9
