収集日,2025-08-15

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,13400,9400,39999,24
ロケット団の栄光 BOX,11000,9444,33500,24
熱風のアリーナ BOX,11500,9900,33999,25
超電ブレイカー BOX,12800,6999,28999,11
