収集日,2025-12-20

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15888,12650,29999,21
バトルパートナーズ BOX,11000,8980,29500,19
ロケット団の栄光 BOX,13166,10800,16800,20
熱風のアリーナ BOX,19800,10000,47999,19
超電ブレイカー BOX,15999,6499,26999,7
