収集日,2025-12-29

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,17990,13333,27999,16
バトルパートナーズ BOX,11056,8888,29200,20
ロケット団の栄光 BOX,14000,12444,29999,11
熱風のアリーナ BOX,17000,11111,42000,17
超電ブレイカー BOX,18750,6499,26999,6
