収集日,2025-05-31

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,11500,9000,41000,21
ロケット団の栄光 BOX,16556,12000,36000,22
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,12000,8600,38999,23
