収集日,2025-09-26

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,20000,14700,30900,18
バトルパートナーズ BOX,11500,7000,24888,23
ロケット団の栄光 BOX,10222,8200,28400,25
熱風のアリーナ BOX,18400,10000,37000,19
超電ブレイカー BOX,16666,14800,44444,9
