収集日,2025-12-09

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13999,12555,31111,18
バトルパートナーズ BOX,9950,8500,25999,24
ロケット団の栄光 BOX,13000,11400,17000,21
熱風のアリーナ BOX,15900,10000,39999,19
超電ブレイカー BOX,18600,6499,26999,5
